Country,Happiness Rank_2015,Happiness Score_2015,Economy (GDP per Capita)_2015,Health (Life Expectancy)_2015,Generosity_2015,Freedom_2015,Trust (Government Corruption)_2015,Happiness Rank_2016,Happiness Score_2016,Economy (GDP per Capita)_2016,Health (Life Expectancy)_2016,Generosity_2016,Freedom_2016,Trust (Government Corruption)_2016,Happiness Rank_2017,Happiness Score_2017,Economy (GDP per Capita)_2017,Health (Life Expectancy)_2017,Generosity_2017,Freedom_2017,Trust (Government Corruption)_2017,Happiness Rank_2018,Happiness Score_2018,Economy (GDP per Capita)_2018,Health (Life Expectancy)_2018,Generosity_2018,Freedom_2018,Trust (Government Corruption)_2018,Happiness Rank_2019,Happiness Score_2019,Economy (GDP per Capita)_2019,Health (Life Expectancy)_2019,Generosity_2019,Freedom_2019,Trust (Government Corruption)_2019,Economic Freedom Rank,Economic Freedom Score,QuantileRank,Happiness Score_avg,Economy_avg,Health_avg,Generosity_avg,Freedom_avg,Trust_avg
Turkey,76,5.332000000000001,1.06098,0.73172,0.12253,0.22815,0.15746,78,5.388999999999999,1.1649200000000002,0.64718,0.04707,0.23889000000000002,0.12347999999999999,69,5.5,1.1982743740081798,0.6376056075096129,0.0466930419206619,0.300740599632263,0.0996715798974037,74,5.483,1.148,0.6859999999999999,0.106,0.324,0.109,79,5.372999999999999,1.183,0.8079999999999999,0.083,0.195,0.106,95,6.62,,5.4154,1.151034874801636,0.7021011215019225,0.08105860838413238,14.700968657090325,0.11912231597948073
Bhutan,79,5.252999999999999,0.77042,0.57407,0.47998,0.5320600000000001,0.15445,84,5.196000000000001,0.8527,0.49759,0.48546000000000006,0.46074,0.1616,97,5.01100015640259,0.885416388511658,0.495879292488098,0.474054545164108,0.5015376806259161,0.17338038980960802,97,5.082,0.7959999999999999,0.527,0.364,0.541,0.171,95,5.082,0.813,0.604,0.37,0.457,0.16699999999999998,94,6.63,,5.124800031280518,0.8235072777023316,0.5397078584976196,0.43469890903282166,14.731762525803703,0.1654860779619216
Ghana,114,4.633,0.5455800000000001,0.40131999999999995,0.23087,0.42341999999999996,0.04355,124,4.276,0.63107,0.29681,0.21203000000000002,0.40973000000000004,0.0326,131,4.11999988555908,0.667224824428558,0.29563772678375205,0.25692394375801103,0.423026293516159,0.0253363698720932,108,4.657,0.5920000000000001,0.337,0.212,0.499,0.028999999999999998,98,4.996,0.611,0.486,0.245,0.381,0.04,92,6.65,,4.536399977111816,0.6093749648857116,0.36335354535675035,0.2313647887516022,14.398025184788024,0.03409727397441864
Morocco,92,5.013,0.7347899999999999,0.60954,0.07172,0.41691000000000006,0.08546000000000001,90,5.151,0.8405799999999999,0.5947100000000001,0.040530000000000004,0.25645999999999997,0.08404,84,5.2350001335144,0.8781145811080929,0.59771066904068,0.0322099551558495,0.408158332109451,0.0877631828188896,85,5.254,0.779,0.669,0.026000000000000002,0.46,0.07400000000000001,89,5.207999999999999,0.8009999999999999,0.782,0.036000000000000004,0.418,0.076,90,6.7,,5.172200026702879,0.8066969162216185,0.650592133808136,0.04129199103116991,14.094218333158494,0.08145263656377792
Colombia,33,6.477,0.91861,0.69077,0.18400999999999998,0.53466,0.0512,31,6.481,1.0303200000000001,0.59659,0.15625999999999998,0.44735,0.053989999999999996,36,6.35699987411499,1.07062232494354,0.595027923583984,0.14901447296142598,0.47748741507530196,0.0466687418520451,37,6.26,0.96,0.635,0.099,0.531,0.039,43,6.125,0.985,0.841,0.099,0.47,0.034,88,6.71,,6.339999974822997,0.9929104649887082,0.6716775847167968,0.1374568945922852,13.881499630725044,0.04497174837040903
Greece,102,4.857,1.15406,0.88213,0.0,0.07699,0.013969999999999998,99,5.033,1.24886,0.80029,0.0,0.05822000000000001,0.04127,87,5.2270002365112305,1.28948748111725,0.8101989030838009,0.0,0.0957312509417534,0.043289776891470004,79,5.358,1.1540000000000001,0.879,0.0,0.131,0.044000000000000004,82,5.287000000000001,1.181,0.9990000000000001,0.0,0.067,0.034,89,6.71,,5.152400047302247,1.2054814962234501,0.8741237806167602,0.0,13.734134464420249,0.035305955378294
South Africa,113,4.6419999999999995,0.9204899999999999,0.27688,0.11972999999999999,0.33207,0.08884,116,4.459,1.02416,0.18611,0.13656,0.42483000000000004,0.08415,101,4.8289999961853,1.05469870567322,0.18708007037639604,0.13936237990856198,0.479246735572815,0.0725094974040985,105,4.724,0.94,0.33,0.10300000000000001,0.516,0.055999999999999994,106,4.7219999999999995,0.96,0.469,0.13,0.389,0.055,87,6.73,,4.67519999923706,0.9798697411346439,0.28981401407527924,0.1257304759817124,13.695878105081832,0.07129989948081969
Tanzania,146,3.781,0.2852,0.38215,0.34376999999999996,0.32878,0.05747000000000001,149,3.6660000000000004,0.47155,0.35700000000000004,0.31472,0.3176,0.05099,153,3.34899997711182,0.511135876178741,0.364509284496307,0.354256361722946,0.390017777681351,0.0660351067781448,153,3.303,0.455,0.381,0.27,0.48100000000000004,0.09699999999999999,153,3.2310000000000003,0.47600000000000003,0.499,0.276,0.41700000000000004,0.147,86,6.73,,3.465999995422364,0.4397771752357483,0.3967318568992614,0.3117492723445892,13.523485396811623,0.08369902135562894
Russia,64,5.716,1.13764,0.6692600000000001,0.00199,0.36679,0.03005,56,5.856,1.2322799999999998,0.58991,0.027360000000000002,0.32682,0.03586,49,5.962999820709231,1.28177809715271,0.547349333763123,0.0522638224065304,0.373783111572266,0.0329628810286522,59,5.81,1.151,0.599,0.065,0.39899999999999997,0.025,68,5.648,1.183,0.726,0.08199999999999999,0.33399999999999996,0.031,85,6.74,,5.798599964141846,1.197139619430542,0.6263038667526246,0.04572276448130608,13.36291330165318,0.030974576205730436
Thailand,34,6.455,0.9669,0.7385,0.5763,0.5566399999999999,0.031869999999999996,33,6.474,1.0893,0.64915,0.58696,0.49553,0.02833,32,6.4239997863769505,1.12786877155304,0.647239029407501,0.572123110294342,0.580200731754303,0.0316127352416515,46,6.072,1.016,0.7070000000000001,0.364,0.637,0.028999999999999998,52,6.007999999999999,1.05,0.828,0.359,0.557,0.027999999999999997,84,6.75,,6.28659995727539,1.050013754310608,0.7139778058815002,0.4916766220588684,13.368052961679187,0.029762547048330302
Kenya,125,4.419,0.36471,0.41435,0.37542,0.42215,0.05839,122,4.356,0.52267,0.30146999999999996,0.41328000000000004,0.40576,0.06686,112,4.55299997329712,0.560479462146759,0.30998834967613204,0.444860309362411,0.45276376605033897,0.0646413192152977,124,4.41,0.493,0.45399999999999996,0.35200000000000004,0.504,0.055,121,4.5089999999999995,0.512,0.581,0.37200000000000005,0.431,0.053,82,6.84,,4.449399994659424,0.49057189242935173,0.41216166993522635,0.3915120618724822,13.00795339515005,0.059578263843059545
Sri Lanka,132,4.271,0.83524,0.70806,0.40828000000000003,0.5372600000000001,0.09179,117,4.415,0.9731799999999999,0.62007,0.46978000000000003,0.50817,0.07964,120,4.44000005722046,1.00985014438629,0.625130832195282,0.49086356163024897,0.561213254928589,0.0736539661884308,116,4.471,0.9179999999999999,0.672,0.307,0.585,0.05,130,4.3660000000000005,0.9490000000000001,0.831,0.244,0.47,0.047,79,6.88,,4.392600011444092,0.937054028877258,0.6912521664390564,0.3839847123260498,12.648806179275512,0.06841679323768615
Lebanon,103,4.8389999999999995,1.0256399999999999,0.83947,0.21854,0.33916,0.04582,93,5.129,1.12268,0.76171,0.23693000000000003,0.26228,0.030610000000000002,88,5.22499990463257,1.07498753070831,0.7350810766220089,0.26445075869560203,0.28851598501205394,0.037513829767704,80,5.358,0.965,0.785,0.214,0.503,0.136,91,5.197,0.987,0.815,0.166,0.21600000000000003,0.027000000000000003,80,6.88,,5.149599980926514,1.0350615061416621,0.7872522153244018,0.2199841517391204,12.641279426430293,0.05538876595354081
Qatar,28,6.611000000000001,1.69042,0.79733,0.32573,0.6404,0.52208,36,6.375,1.82427,0.71723,0.32388,0.56679,0.48049,35,6.375,1.8707656860351598,0.7100980877876278,0.33047387003898604,0.604130983352661,0.43929925560951205,32,6.374,1.649,0.748,0.256,0.654,0.171,29,6.374,1.6840000000000002,0.871,0.22,0.555,0.16699999999999998,81,6.88,,6.4218,1.743691137207032,0.7687316175575256,0.2912167740077972,12.98576014047895,0.35597385112190244
Nigeria,78,5.268,0.65435,0.16007000000000002,0.27233,0.34334000000000003,0.0403,103,4.875,0.75216,0.05108,0.23219,0.27854,0.0305,95,5.07399988174438,0.783756256103516,0.0569157302379608,0.23094719648361198,0.394952565431595,0.0261215660721064,91,5.155,0.6890000000000001,0.048,0.201,0.462,0.032,85,5.265,0.696,0.245,0.215,0.426,0.040999999999999995,78,6.93,,5.127399976348877,0.7150532512207033,0.11221314604759217,0.2302934392967224,12.40497608077594,0.03398431321442128
Montenegro,82,5.192,0.9743799999999999,0.72521,0.1614,0.1826,0.14296,88,5.1610000000000005,1.07838,0.6353300000000001,0.17190999999999998,0.15111,0.12721,83,5.23699998855591,1.12112903594971,0.6674646735191351,0.197911024093628,0.194989055395126,0.0881741940975189,81,5.347,1.0170000000000001,0.7290000000000001,0.111,0.259,0.081,73,5.523,1.051,0.871,0.142,0.19699999999999998,0.08,77,6.94,,5.291999997711182,1.0483778071899421,0.725600934703827,0.1568442048187256,12.132099865056446,0.10386883881950379
Kyrgyzstan,77,5.2860000000000005,0.47428000000000003,0.65088,0.3003,0.43477,0.042319999999999997,85,5.185,0.5604399999999999,0.5544899999999999,0.38432,0.40212,0.047619999999999996,98,5.0040001869201705,0.5962200760841371,0.553457796573639,0.42858037352562,0.454943388700485,0.0394391790032387,92,5.131,0.53,0.594,0.281,0.54,0.035,86,5.261,0.551,0.723,0.3,0.508,0.023,75,6.99,,5.173400037384034,0.5423880152168274,0.6151655593147277,0.338840074705124,12.04711905552864,0.03747583580064774
Moldova,52,5.888999999999999,0.59448,0.61826,0.20951,0.32818,0.01615,55,5.897,0.69177,0.5230899999999999,0.19997,0.25201999999999997,0.019030000000000002,56,5.837999820709231,0.7288706302642819,0.5894652009010309,0.20877912640571603,0.24072904884815197,0.0100912861526012,67,5.64,0.657,0.62,0.171,0.23199999999999998,0.0,71,5.529,0.685,0.7390000000000001,0.18100000000000002,0.245,0.0,76,6.99,,5.758599964141846,0.6714241260528564,0.6179630401802063,0.19405182528114323,12.04113272126402,0.009054257230520241
Poland,60,5.791,1.12555,0.77903,0.16759000000000002,0.53122,0.04212,57,5.835,1.24585,0.69058,0.14443,0.4519,0.055,46,5.97300004959106,1.29178786277771,0.699475347995758,0.158465966582298,0.520342111587524,0.0593078061938286,42,6.122999999999999,1.176,0.7809999999999999,0.10800000000000001,0.546,0.064,40,6.182,1.206,0.884,0.11699999999999999,0.483,0.05,74,7.04,,5.980800009918212,1.2090375725555418,0.7668170695991516,0.1390971933164596,11.938923158798218,0.05408556123876572
United Arab Emirates,20,6.901,1.42727,0.80925,0.26428,0.64157,0.38583,28,6.5729999999999995,1.57352,0.72993,0.26591,0.56215,0.35561,21,6.6479997634887695,1.6263433694839498,0.726798236370087,0.3609419465065,0.60834527015686,0.324489563703537,20,6.774,2.096,0.67,0.18600000000000003,0.284,0.08199999999999999,21,6.825,1.5030000000000001,0.825,0.262,0.598,0.182,71,7.05,,6.744199952697754,1.64522667389679,0.7521956472740173,0.2678263893013,11.534866467165264,0.2659859127407074
Nicaragua,57,5.827999999999999,0.59325,0.7431399999999999,0.27815,0.55475,0.19317,48,5.992000000000001,0.69384,0.65213,0.29773,0.46581999999999996,0.16292,43,6.07100009918213,0.737299203872681,0.6530959606170649,0.301674216985703,0.447551846504211,0.130687981843948,41,6.141,0.6679999999999999,0.7,0.20800000000000002,0.527,0.128,45,6.105,0.6940000000000001,0.835,0.2,0.435,0.127,73,7.05,,6.027400019836426,0.6772778407745361,0.716673192123413,0.2571108433971406,11.782874549500601,0.14835559636878962
Serbia,87,5.122999999999999,0.92053,0.74836,0.19230999999999998,0.20107,0.02617,86,5.1770000000000005,1.03437,0.6458,0.20736999999999997,0.15718,0.04339,73,5.39499998092651,1.06931757926941,0.65078467130661,0.22012588381767298,0.20871552824974102,0.0409037806093693,78,5.398,0.975,0.685,0.134,0.28800000000000003,0.043,70,5.603,1.004,0.8540000000000001,0.13699999999999998,0.282,0.039,72,7.05,,5.339199996185302,1.000643515853882,0.7167889342613221,0.17816117676353457,11.455280789749963,0.038492756121873854
